grp,variable,value,grp2,var2,num
8_6,4_9,0.0066920672029546,Force Field,Intellect,173
8_6,4_10,0.0011710854172939,Force Field,Unarmed Combat,181
8_6,1_1,5.1475171432544576e-05,Force Field,Super Eating,5
8_6,1_2,0.0002181340472905,Force Field,Super Smell,25
8_6,1_3,0.0027078194319897,Force Field,Super Hearing,43
8_6,1_4,0.0079359214530111,Force Field,Berserker Strength,52
8_6,1_5,0.0050257786079166,Force Field,Super Sight,55
8_6,1_6,0.0140396953587843,Force Field,Longevity,85
8_6,1_7,0.0345355137723216,Force Field,Super Speed,121
8_6,1_8,0.0514092603466262,Force Field,Healing,133
8_6,1_9,0.0111687853910409,Force Field,Super Strength,147
8_6,1_10,9.350883617315658e-05,Force Field,Agility,123
8_6,1_11,0.0036595509424793,Force Field,Stamina,150
7_1,13_1,0.0083540297459146,Sand manipulation,Sense Death,1
7_1,13_2,0.0028793796638582,Sand manipulation,Electronic interaction,1
7_1,13_3,0.0437008447340776,Sand manipulation,Radar Sense,3
7_1,13_4,0.0020957127361263,Sand manipulation,Danger Sense,1
7_1,14_1,0.0330497675881297,Sand manipulation,Penance Stare,1
7_1,14_2,0.0149518224654717,Sand manipulation,Hellfire Control,1
7_1,14_3,0.0094495435608612,Sand manipulation,Soul Absorption,1
7_1,14_4,0.0067515251427084,Sand manipulation,Darkness Manipulation,1
7_1,14_5,0.0273836989901682,Sand manipulation,Death Touch,2
7_1,14_6,0.0208945248859283,Sand manipulation,Necromancy,2
7_1,14_7,0.0166463541153336,Sand manipulation,Possession,2
7_1,11_1,0.001299066341219,Sand manipulation,Blood Control,0
7_1,11_2,0.0015787623041436,Sand manipulation,Controlled Bone Growth,0
7_1,11_3,0.0180084776191232,Sand manipulation,Pheromone Control,1
7_1,11_4,0.0067515251427083,Sand manipulation,Enhance Mutation,1
7_1,11_5,0.0199548175513875,Sand manipulation,Genetic Manipulation,2
7_1,11_6,0.0959704051501896,Sand manipulation,Shape Shifter,7
7_1,8_1,0.0019524232028959,Sand manipulation,Inertia Absorption,0
7_1,8_2,0.0278429108629345,Sand manipulation,Magnetism,2
7_1,8_3,0.0939239521513428,Sand manipulation,Gravity control,4
7_1,8_4,0.0256461762235666,Sand manipulation,Vibration Wave,2
7_1,8_5,0.0711924986546335,Sand manipulation,Density Control,4
7_1,8_6,0.1158125002912194,Sand manipulation,Force Field,8
7_1,7_1,1.0,Sand manipulation,Sand manipulation,12
7_1,7_2,0.0409051087114386,Sand manipulation,Plant Control,2
7_1,7_3,0.0100580277533993,Sand manipulation,Ice Breath,1
7_1,7_4,0.0086140215377488,Sand manipulation,Flame Breath,1
7_1,7_5,0.1474826217191829,Sand manipulation,Water Control,5
7_1,7_6,0.0586352887276878,Sand manipulation,Ice Control,3
7_1,7_7,0.170466088406187,Sand manipulation,Earth Manipulation,6
7_1,7_8,0.2083502817937881,Sand manipulation,Weather Control,7
7_1,7_9,0.152611425769143,Sand manipulation,Wind Bursts,6
7_1,7_10,0.0154475875524962,Sand manipulation,Animal Control,2
7_1,7_11,0.0507664661506008,Sand manipulation,Fire Control,4
7_1,10_1,0.0363187872527788,Sand manipulation,Probability Manipulation,2
7_1,10_2,0.0901260779888803,Sand manipulation,Time Travel,5
7_1,10_3,0.0298175514031752,Sand manipulation,Time Manipulation,3
7_1,10_4,0.0811688866092058,Sand manipulation,Reality Manpulation,5
7_1,10_5,0.0485224667634116,Sand manipulation,Dimensional Manipulation,4
7_1,10_6,0.0675052155654321,Sand manipulation,Illusion Casting,5
7_1,12_1,0.0023269252137379,Sand manipulation,Vampirism,0
7_1,12_2,0.0117976283262621,Sand manipulation,Poisonous,1
7_1,12_3,0.0357643549957943,Sand manipulation,Immortal,5
7_1,12_4,0.0169098015458825,Sand manipulation,Invulnerability,6
7_1,6_1,0.0537349018910355,Sand manipulation,Animation,3
7_1,6_2,0.022580630181244,Sand manipulation,Siphon Abilities,2
7_1,6_3,0.0038710309998336,Sand manipulation,Siphon Lifeforce,1
7_1,6_4,0.0483315418638748,Sand manipulation,Power Mimicry,3
7_1,6_5,0.0103058152455399,Sand manipulation,Cosmic Awareness,2
7_1,6_6,0.0254751478732951,Sand manipulation,Astral Projection,3
7_1,6_7,0.0403700371828473,Sand manipulation,Divine Powers,4
7_1,6_8,0.0557223375961494,Sand manipulation,Magic,5
7_1,9_1,0.0025144928212203,Sand manipulation,Psychometry,0
7_1,9_2,0.0027022721319417,Sand manipulation,Postcognition,0
7_1,9_3,0.0078591604959177,Sand manipulation,Voice-induced Manipulation,1
7_1,9_4,0.0550645824928854,Sand manipulation,Emotion Control,3
7_1,9_5,0.0229375059366787,Sand manipulation,Mesmerize,2
7_1,9_6,0.0187768220844512,Sand manipulation,Precognition,2
7_1,9_7,0.0076604433753868,Sand manipulation,Empathy,0
7_1,9_8,0.1231558546452718,Sand manipulation,Willpower-Based Constructs,6
7_1,9_9,0.0292325483836131,Sand manipulation,Hypnosis,3
7_1,9_10,0.0249821355622784,Sand manipulation,Psychic,3
7_1,9_11,0.0590086465015495,Sand manipulation,Telekinesis,5
7_1,9_12,0.0294374724434014,Sand manipulation,Psionic,4
7_1,9_13,0.0624636464998368,Sand manipulation,Telepathy,6
7_1,2_1,0.0129706552056167,Sand manipulation,Implants,0
7_1,2_2,0.0179403970579546,Sand manipulation,Power Suit,0
7_1,2_3,0.0101898494213456,Sand manipulation,Insanely Rich,3
7_1,2_4,0.0061906717233837,Sand manipulation,Power Item,3
7_1,2_5,0.0043190185614208,Sand manipulation,Gadgets,2
7_1,2_6,0.0240858858871677,Sand manipulation,Weapon Master,1
7_1,5_1,0.0586352887276878,Sand manipulation,Darkforce Manipulation,3
7_1,5_2,0.0060231900800192,Sand manipulation,Technopathy,0
7_1,5_3,0.0060231900800192,Sand manipulation,Electronic Disruption,0
7_1,5_4,0.0039964357424961,Sand manipulation,Radiation,1
7_1,5_5,0.0199548175513877,Sand manipulation,Holographic Projection,2
7_1,5_6,0.0811688866092058,Sand manipulation,Electricity Control,5
7_1,5_7,0.0470946751081388,Sand manipulation,Heat Generation,4
7_1,5_8,0.0730064289399829,Sand manipulation,Energy Based Constructs,5
7_1,5_9,0.022007663398289,Sand manipulation,Light Projection,3
7_1,5_10,0.0600390200149076,Sand manipulation,Energy Shield,5
7_1,5_11,0.0024545723898249,Sand manipulation,Energy-Enhanced Strike,2
7_1,5_12,0.0107541472146234,Sand manipulation,Energy Absorption,3
7_1,5_13,0.0067480754495741,Sand manipulation,Energy Manipulation,3
7_1,5_14,0.0475826205362834,Sand manipulation,Blast Power,8
7_1,3_1,0.0003701279243755,Sand manipulation,Prehensile Hair,0
7_1,3_2,0.0187389622313626,Sand manipulation,Shadowmeld,1
7_1,3_3,0.0149518224654717,Sand manipulation,Chemical Absorbtion,1
7_1,3_4,0.0130264768670386,Sand manipulation,Sonic Scream,1
7_1,3_5,0.0025144928212203,Sand manipulation,Webslinger,0
7_1,3_6,0.0047819549662196,Sand manipulation,Chemical Secretion,0
7_1,3_7,0.0055446954263905,Sand manipulation,Wall Clinger,0
7_1,3_8,0.0882467417205025,Sand manipulation,Duplication,4
7_1,3_9,0.022580630181244,Sand manipulation,Matter Absorption,2
7_1,3_10,0.0488898984519045,Sand manipulation,Elasticity,3
7_1,3_11,0.0202624519169644,Sand manipulation,Heat Vision,2
7_1,3_12,0.0193555938541483,Sand manipulation,Sub-Mariner,2
7_1,3_13,0.0020195315727971,Sand manipulation,Chameleon,1
7_1,3_14,0.0283790393189239,Sand manipulation,Invisibility,3
7_1,3_15,0.0415603968482325,Sand manipulation,Phasing / Ghost,4
7_1,3_16,0.1309384528898683,Sand manipulation,Size Manipulation,7
7_1,3_17,0.0928367995554543,Sand manipulation,Levitation,6
7_1,3_18,0.0001562549411918,Sand manipulation,Feral,1
7_1,3_19,0.0004984673859382,Sand manipulation,Claws,1
7_1,3_20,0.0526459590927079,Sand manipulation,Adaptive,5
7_1,3_21,0.0659841301181712,Sand manipulation,Teleport,6
7_1,3_22,0.0881835757719354,Sand manipulation,Flight,10
7_1,4_1,0.0006482652459853,Sand manipulation,Synaesthesia,0
7_1,4_2,0.0597695273236746,Sand manipulation,Omni-lingual,4
7_1,4_3,0.0211629598225631,Sand manipulation,Swordsmanship,0
7_1,4_4,0.0449834549843955,Sand manipulation,Escape Artist,5
7_1,4_5,0.0011020250930895,Sand manipulation,Tracking,3
7_1,4_6,0.0040749340242983,Sand manipulation,Stealth,4
7_1,4_7,0.0030572580746146,Sand manipulation,Marksmanship,4
7_1,4_8,0.0024440232000947,Sand manipulation,Leadership,3
7_1,4_9,0.0002358325276698,Sand manipulation,Intellect,7
7_1,4_10,0.0002705120100828,Sand manipulation,Unarmed Combat,8
7_1,1_1,0.0417672054147968,Sand manipulation,Super Eating,2
7_1,1_2,7.516949935613378e-07,Sand manipulation,Super Smell,1
7_1,1_3,0.0012846440390925,Sand manipulation,Super Hearing,1
7_1,1_4,0.0095427532803664,Sand manipulation,Berserker Strength,3
7_1,1_5,0.0031986564162795,Sand manipulation,Super Sight,1
7_1,1_6,0.0352596127478179,Sand manipulation,Longevity,6
7_1,1_7,0.009196749580569,Sand manipulation,Super Speed,5
7_1,1_8,0.0208765607384819,Sand manipulation,Healing,6
7_1,1_9,0.0076180333878874,Sand manipulation,Super Strength,7
7_1,1_10,0.0063907773536365,Sand manipulation,Agility,4
7_1,1_11,1.4790084916042712e-05,Sand manipulation,Stamina,6
7_2,13_1,0.0703084144189175,Plant Control,Sense Death,7
7_2,13_2,0.00023438776605,Plant Control,Electronic interaction,1
7_2,13_3,0.0054147277649912,Plant Control,Radar Sense,3
7_2,13_4,0.0044481384590285,Plant Control,Danger Sense,3
7_2,14_1,0.0006638774417808,Plant Control,Penance Stare,0
7_2,14_2,0.0021594888160745,Plant Control,Hellfire Control,1
7_2,14_3,0.0576680517280678,Plant Control,Soul Absorption,6
7_2,14_4,0.0218794985377226,Plant Control,Darkness Manipulation,4
7_2,14_5,0.0443380051024974,Plant Control,Death Touch,6
7_2,14_6,0.0922014909285802,Plant Control,Necromancy,10
7_2,14_7,0.0283468216895733,Plant Control,Possession,6
7_2,11_1,0.0168944895178632,Plant Control,Blood Control,2
7_2,11_2,0.0145533218939878,Plant Control,Controlled Bone Growth,2
7_2,11_3,0.0285044826819275,Plant Control,Pheromone Control,3
7_2,11_4,0.0001177366550688,Plant Control,Enhance Mutation,1
7_2,11_5,0.0455293225076785,Plant Control,Genetic Manipulation,7
7_2,11_6,0.0251804249905727,Plant Control,Shape Shifter,10
7_2,8_1,0.0025371050307959,Plant Control,Inertia Absorption,1
7_2,8_2,4.1642951875863706e-05,Plant Control,Magnetism,1
7_2,8_3,0.003162074685281,Plant Control,Gravity control,2
7_2,8_4,1.5863084062388592e-06,Plant Control,Vibration Wave,1
7_2,8_5,0.0007071216979658,Plant Control,Density Control,2
7_2,8_6,0.0343185732206099,Plant Control,Force Field,12
7_2,7_1,0.018822996667631,Plant Control,Sand manipulation,2
7_2,7_2,1.0,Plant Control,Plant Control,31
7_2,7_3,0.0039044143233634,Plant Control,Ice Breath,0
7_2,7_4,0.0004179418881907,Plant Control,Flame Breath,1
7_2,7_5,0.1620501745611089,Plant Control,Water Control,12
7_2,7_6,0.0931125465712964,Plant Control,Ice Control,9
7_2,7_7,0.2457801405768991,Plant Control,Earth Manipulation,17
7_2,7_8,0.1264442569377644,Plant Control,Weather Control,12
7_2,7_9,0.0559016497036403,Plant Control,Wind Bursts,8
7_2,7_10,0.1081108801473697,Plant Control,Animal Control,12
7_2,7_11,0.1141903900329652,Plant Control,Fire Control,14
7_2,10_1,0.0937552424438137,Plant Control,Probability Manipulation,8
7_2,10_2,0.0415132544607501,Plant Control,Time Travel,8
7_2,10_3,0.038765765962834,Plant Control,Time Manipulation,8
7_2,10_4,0.0463862734128384,Plant Control,Reality Manpulation,9
7_2,10_5,0.0156489595054706,Plant Control,Dimensional Manipulation,6
7_2,10_6,0.0697836345869627,Plant Control,Illusion Casting,12
7_2,12_1,0.0102111061871209,Plant Control,Vampirism,2
7_2,12_2,0.0192388031941674,Plant Control,Poisonous,3
7_2,12_3,0.0197660646181339,Plant Control,Immortal,10
7_2,12_4,0.00039977457314,Plant Control,Invulnerability,8
7_2,6_1,0.0694513226371967,Plant Control,Animation,8
7_2,6_2,0.0802398981016884,Plant Control,Siphon Abilities,9
7_2,6_3,0.025137428148996,Plant Control,Siphon Lifeforce,5
7_2,6_4,8.472549954205625e-05,Plant Control,Power Mimicry,1
7_2,6_5,0.0488684618668899,Plant Control,Cosmic Awareness,9
7_2,6_6,0.0811340641557963,Plant Control,Astral Projection,12
7_2,6_7,0.0350726808510922,Plant Control,Divine Powers,9
7_2,6_8,0.0809715804516638,Plant Control,Magic,14
7_2,9_1,0.0015489345921313,Plant Control,Psychometry,1
7_2,9_2,0.0495368535300195,Plant Control,Postcognition,5
7_2,9_3,0.0243250627009057,Plant Control,Voice-induced Manipulation,4
7_2,9_4,0.0558101485710157,Plant Control,Emotion Control,7
7_2,9_5,0.0811175882237459,Plant Control,Mesmerize,9
7_2,9_6,0.0433845676349995,Plant Control,Precognition,7
7_2,9_7,0.0198171238518214,Plant Control,Empathy,5
7_2,9_8,0.0510626949281784,Plant Control,Willpower-Based Constructs,9
7_2,9_9,0.0749871615948307,Plant Control,Hypnosis,11
7_2,9_10,0.0429387178739721,Plant Control,Psychic,9
7_2,9_11,0.0854380272830851,Plant Control,Telekinesis,14
7_2,9_12,0.0242485435146328,Plant Control,Psionic,9
7_2,9_13,0.0944751992120585,Plant Control,Telepathy,17
7_2,2_1,0.0032774833681385,Plant Control,Implants,1
7_2,2_2,0.0214467293660611,Plant Control,Power Suit,0
7_2,2_3,0.0103309972974913,Plant Control,Insanely Rich,1
7_2,2_4,0.0085725845100279,Plant Control,Power Item,8
7_2,2_5,0.0606713389784547,Plant Control,Gadgets,0
7_2,2_6,0.0492304103029684,Plant Control,Weapon Master,1
7_2,5_1,0.0317485162246369,Plant Control,Darkforce Manipulation,5
7_2,5_2,3.063644804187905e-05,Plant Control,Technopathy,1
7_2,5_3,3.063644804187905e-05,Plant Control,Electronic Disruption,1
7_2,5_4,0.0073135232744536,Plant Control,Radiation,0
7_2,5_5,0.0455293225076785,Plant Control,Holographic Projection,7
7_2,5_6,0.0258266117148073,Plant Control,Electricity Control,7
7_2,5_7,0.000650921133229,Plant Control,Heat Generation,3
7_2,5_8,0.0302207842980261,Plant Control,Energy Based Constructs,8
7_2,5_9,0.0203074890311518,Plant Control,Light Projection,7
7_2,5_10,0.0501832684938655,Plant Control,Energy Shield,11
7_2,5_11,0.002415944423561,Plant Control,Energy-Enhanced Strike,2
7_2,5_12,0.0144589836040101,Plant Control,Energy Absorption,8
7_2,5_13,0.036733631441303,Plant Control,Energy Manipulation,12
7_2,5_14,0.0202943816735384,Plant Control,Blast Power,16
7_2,3_1,0.0120061748323234,Plant Control,Prehensile Hair,1
7_2,3_2,0.001886804429778,Plant Control,Shadowmeld,0
7_2,3_3,0.0239317196189319,Plant Control,Chemical Absorbtion,3
7_2,3_4,0.0015489345921313,Plant Control,Sonic Scream,1
7_2,3_5,0.0030051567223874,Plant Control,Webslinger,0
7_2,3_6,0.0457194159069306,Plant Control,Chemical Secretion,6
7_2,3_7,0.006626984038221,Plant Control,Wall Clinger,0
7_2,3_8,0.0399598355011502,Plant Control,Duplication,6
7_2,3_9,0.0255480187289495,Plant Control,Matter Absorption,5
7_2,3_10,6.889741830567587e-05,Plant Control,Elasticity,1
7_2,3_11,0.0081175095570057,Plant Control,Heat Vision,0
7_2,3_12,0.0011527003179331,Plant Control,Sub-Mariner,2
7_2,3_13,0.0186192551662617,Plant Control,Chameleon,5
7_2,3_14,0.0480235166600793,Plant Control,Invisibility,9
7_2,3_15,0.0022967340246678,Plant Control,Phasing / Ghost,4
7_2,3_16,0.0552150829999815,Plant Control,Size Manipulation,11
7_2,3_17,0.0529916428948134,Plant Control,Levitation,11
7_2,3_18,0.0011721288626483,Plant Control,Feral,4
7_2,3_19,0.0028197229048499,Plant Control,Claws,5
7_2,3_20,0.0113699672486608,Plant Control,Adaptive,7
7_2,3_21,0.086055521808408,Plant Control,Teleport,16
7_2,3_22,0.025145594082914,Plant Control,Flight,18
7_2,4_1,0.0083628630753538,Plant Control,Synaesthesia,1
7_2,4_2,0.0071715977691937,Plant Control,Omni-lingual,4
7_2,4_3,0.0097769297994445,Plant Control,Swordsmanship,1
7_2,4_4,0.0007360312653076,Plant Control,Escape Artist,3
7_2,4_5,0.0011253870683729,Plant Control,Tracking,5
7_2,4_6,0.0130092050851538,Plant Control,Stealth,3
7_2,4_7,0.0149426531497981,Plant Control,Marksmanship,3
7_2,4_8,0.0006736881856388,Plant Control,Leadership,9
7_2,4_9,0.014723999723398,Plant Control,Intellect,23
7_2,4_10,0.0064059643007746,Plant Control,Unarmed Combat,16
7_2,1_1,0.0033418993349644,Plant Control,Super Eating,0
7_2,1_2,0.004493157410576,Plant Control,Super Smell,1
7_2,1_3,0.0102381240144154,Plant Control,Super Hearing,1
7_2,1_4,0.0008218043565876,Plant Control,Berserker Strength,3
7_2,1_5,0.0023216358103689,Plant Control,Super Sight,3
7_2,1_6,0.0039060643491685,Plant Control,Longevity,9
7_2,1_7,0.0108357134063404,Plant Control,Super Speed,4
7_2,1_8,0.0995673062625453,Plant Control,Healing,23
7_2,1_9,0.0001415225808782,Plant Control,Super Strength,14
7_2,1_10,0.0425652867617387,Plant Control,Agility,5
7_2,1_11,0.002215153483627,Plant Control,Stamina,13
7_3,13_1,0.0001487083485048,Ice Breath,Sense Death,1
7_3,13_2,0.0005701200473125,Ice Breath,Electronic interaction,2
7_3,13_3,0.0036917675038628,Ice Breath,Radar Sense,3
7_3,13_4,0.0029100265424307,Ice Breath,Danger Sense,3
7_3,14_1,0.0006811251873251,Ice Breath,Penance Stare,0
7_3,14_2,0.0015357017760454,Ice Breath,Hellfire Control,1
7_3,14_3,0.0125278893009507,Ice Breath,Soul Absorption,3
7_3,14_4,0.0028417759902537,Ice Breath,Darkness Manipulation,2
7_3,14_5,0.0077607643143063,Ice Breath,Death Touch,3
7_3,14_6,0.0008239129976973,Ice Breath,Necromancy,2
7_3,14_7,0.0028093467688908,Ice Breath,Possession,3
7_3,11_1,0.0140423655491653,Ice Breath,Blood Control,2
7_3,11_2,0.0026643820279996,Ice Breath,Controlled Bone Growth,1
7_3,11_3,0.0020502812784622,Ice Breath,Pheromone Control,0
7_3,11_4,0.0090029417093492,Ice Breath,Enhance Mutation,3
7_3,11_5,0.0006646721592395,Ice Breath,Genetic Manipulation,2
7_3,11_6,0.0001574377417666,Ice Breath,Shape Shifter,5
7_3,8_1,0.0023940203679968,Ice Breath,Inertia Absorption,0
7_3,8_2,0.0079948629719514,Ice Breath,Magnetism,3
7_3,8_3,0.0075332841629657,Ice Breath,Gravity control,3
7_3,8_4,0.0588144950880378,Ice Breath,Vibration Wave,8
7_3,8_5,0.0321671797870695,Ice Breath,Density Control,7
7_3,8_6,0.0181293126742438,Ice Breath,Force Field,11
7_3,7_1,0.004201143376144,Ice Breath,Sand manipulation,1
7_3,7_2,0.0035440460544922,Ice Breath,Plant Control,0
7_3,7_3,1.0,Ice Breath,Ice Breath,35
7_3,7_4,0.0001808874755433,Ice Breath,Flame Breath,1
7_3,7_5,0.0287756554749333,Ice Breath,Water Control,5
7_3,7_6,0.0493074612129988,Ice Breath,Ice Control,7
7_3,7_7,0.0124562554253411,Ice Breath,Earth Manipulation,4
7_3,7_8,0.0492051295803427,Ice Breath,Weather Control,8
7_3,7_9,0.2657203461212984,Ice Breath,Wind Bursts,21
7_3,7_10,0.0023431531216144,Ice Breath,Animal Control,3
7_3,7_11,0.0027696339573076,Ice Breath,Fire Control,4
7_3,10_1,0.0047271619643059,Ice Breath,Probability Manipulation,2
7_3,10_2,0.0160490591570903,Ice Breath,Time Travel,6
7_3,10_3,0.0217820306393789,Ice Breath,Time Manipulation,7
7_3,10_4,0.0071003780236658,Ice Breath,Reality Manpulation,5
7_3,10_5,0.0112427764557134,Ice Breath,Dimensional Manipulation,6
7_3,10_6,0.0038157203223316,Ice Breath,Illusion Casting,5
7_3,12_1,0.0184371974918619,Ice Breath,Vampirism,3
7_3,12_2,0.0007488818356515,Ice Breath,Poisonous,1
7_3,12_3,0.0048763674318122,Ice Breath,Immortal,8
7_3,12_4,0.131826444323012,Ice Breath,Invulnerability,29
7_3,6_1,5.722649621865356e-05,Ice Breath,Animation,1
7_3,6_2,0.0054057101298711,Ice Breath,Siphon Abilities,3
7_3,6_3,0.0052416633790442,Ice Breath,Siphon Lifeforce,3
7_3,6_4,0.0009424540338751,Ice Breath,Power Mimicry,2
7_3,6_5,0.0209859614319203,Ice Breath,Cosmic Awareness,7
7_3,6_6,0.0178523008117112,Ice Breath,Astral Projection,7
7_3,6_7,0.0009357515004462,Ice Breath,Divine Powers,4
7_3,6_8,0.0016108053187105,Ice Breath,Magic,5
7_3,9_1,0.0030832524348215,Ice Breath,Psychometry,0
7_3,9_2,0.0008367041395822,Ice Breath,Postcognition,1
7_3,9_3,0.0104488964751909,Ice Breath,Voice-induced Manipulation,3
7_3,9_4,3.117903455152084e-05,Ice Breath,Emotion Control,1
7_3,9_5,0.0001521777114664,Ice Breath,Mesmerize,1
7_3,9_6,0.0036917675038628,Ice Breath,Precognition,3
7_3,9_7,0.0032280235089254,Ice Breath,Empathy,3
7_3,9_8,0.000899704963752,Ice Breath,Willpower-Based Constructs,3
7_3,9_9,0.0140642102842281,Ice Breath,Hypnosis,6
7_3,9_10,0.0059543945858439,Ice Breath,Psychic,5
7_3,9_11,0.0098284041144819,Ice Breath,Telekinesis,7
7_3,9_12,0.0033872131192707,Ice Breath,Psionic,6
7_3,9_13,0.0030170565568094,Ice Breath,Telepathy,7
7_3,2_1,0.0040816652824682,Ice Breath,Implants,1
7_3,2_2,0.0001679729183324,Ice Breath,Power Suit,4
7_3,2_3,0.0014223022386494,Ice Breath,Insanely Rich,3
7_3,2_4,0.0049518936277324,Ice Breath,Power Item,8
7_3,2_5,0.0137463439219805,Ice Breath,Gadgets,4
7_3,2_6,0.0001552270169861,Ice Breath,Weapon Master,10
7_3,5_1,0.0023351066393087,Ice Breath,Darkforce Manipulation,2
7_3,5_2,0.0012119368474454,Ice Breath,Technopathy,2
7_3,5_3,0.0012119368474454,Ice Breath,Electronic Disruption,2
7_3,5_4,0.0119166708715833,Ice Breath,Radiation,4
7_3,5_5,0.0006646721592395,Ice Breath,Holographic Projection,2
7_3,5_6,0.0071003780236658,Ice Breath,Electricity Control,5
7_3,5_7,0.0056056458783612,Ice Breath,Heat Generation,5
7_3,5_8,9.413666994641304e-05,Ice Breath,Energy Based Constructs,3
7_3,5_9,4.040681677469868e-05,Ice Breath,Light Projection,3
7_3,5_10,0.0056841303507212,Ice Breath,Energy Shield,6
7_3,5_11,0.0010803583315589,Ice Breath,Energy-Enhanced Strike,5
7_3,5_12,0.0351883710167639,Ice Breath,Energy Absorption,12
7_3,5_13,2.593259712684617e-07,Ice Breath,Energy Manipulation,5
7_3,5_14,0.0325384069629365,Ice Breath,Blast Power,20
7_3,3_1,0.000453829029544,Ice Breath,Prehensile Hair,0
7_3,3_2,0.0019358310102489,Ice Breath,Shadowmeld,0
7_3,3_3,0.0197749119130441,Ice Breath,Chemical Absorbtion,3
7_3,3_4,0.029436334695157,Ice Breath,Sonic Scream,4
7_3,3_5,0.0074101769217001,Ice Breath,Webslinger,2
7_3,3_6,4.1412472659751604e-07,Ice Breath,Chemical Secretion,1
7_3,3_7,0.0016167821664137,Ice Breath,Wall Clinger,2
7_3,3_8,0.0220891720340826,Ice Breath,Duplication,5
7_3,3_9,0.000175867878733,Ice Breath,Matter Absorption,1
7_3,3_10,0.0050818576923666,Ice Breath,Elasticity,3
7_3,3_11,0.3744668761110908,Ice Breath,Heat Vision,25
7_3,3_12,0.009546504357865,Ice Breath,Sub-Mariner,4
7_3,3_13,0.0028093467688908,Ice Breath,Chameleon,3
7_3,3_14,0.013454548267714,Ice Breath,Invisibility,6
7_3,3_15,0.0200031725084189,Ice Breath,Phasing / Ghost,8
7_3,3_16,0.0072241616164657,Ice Breath,Size Manipulation,6
7_3,3_17,0.0242726316558141,Ice Breath,Levitation,9
7_3,3_18,0.0023370105112234,Ice Breath,Feral,5
7_3,3_19,0.0004901133975064,Ice Breath,Claws,3
7_3,3_20,0.0074003481500962,Ice Breath,Adaptive,7
7_3,3_21,0.0037925168924196,Ice Breath,Teleport,7
7_3,3_22,0.1359228920744478,Ice Breath,Flight,31
7_3,4_1,0.0069558162717718,Ice Breath,Synaesthesia,1
7_3,4_2,0.0101018369704653,Ice Breath,Omni-lingual,5
7_3,4_3,0.0005299348213141,Ice Breath,Swordsmanship,5
7_3,4_4,0.0015411388532373,Ice Breath,Escape Artist,3
7_3,4_5,0.000416958301629,Ice Breath,Tracking,8
7_3,4_6,0.0159115110017484,Ice Breath,Stealth,3
7_3,4_7,0.0023069855997681,Ice Breath,Marksmanship,11
7_3,4_8,0.0073879756053726,Ice Breath,Leadership,16
7_3,4_9,8.398699853530242e-05,Ice Breath,Intellect,19
7_3,4_10,0.0025937632945085,Ice Breath,Unarmed Combat,25
7_3,1_1,0.0007488818356515,Ice Breath,Super Eating,1
7_3,1_2,0.1463770261754823,Ice Breath,Super Smell,19
7_3,1_3,0.2156491429607344,Ice Breath,Super Hearing,26
7_3,1_4,0.069228171561014,Ice Breath,Berserker Strength,16
7_3,1_5,0.2219579485233561,Ice Breath,Super Sight,28
7_3,1_6,0.0477301558575991,Ice Breath,Longevity,18
7_3,1_7,0.1784733722466998,Ice Breath,Super Speed,31
7_3,1_8,0.0694664022214539,Ice Breath,Healing,23
7_3,1_9,0.0801889857667252,Ice Breath,Super Strength,30
7_3,1_10,0.0196653285181558,Ice Breath,Agility,24
7_3,1_11,0.0414540599924674,Ice Breath,Stamina,28
7_4,13_1,0.0608667483986427,Flame Breath,Sense Death,8
7_4,13_2,0.0195805677685912,Flame Breath,Electronic interaction,6
7_4,13_3,0.0009455968698564,Flame Breath,Radar Sense,1
7_4,13_4,0.0243347119906859,Flame Breath,Danger Sense,7
7_4,14_1,0.0869257519975929,Flame Breath,Penance Stare,5
7_4,14_2,0.1889876352135031,Flame Breath,Hellfire Control,13
7_4,14_3,0.0391807401975555,Flame Breath,Soul Absorption,6
7_4,14_4,0.0808801422081218,Flame Breath,Darkness Manipulation,10
7_4,14_5,0.0287290539999166,Flame Breath,Death Touch,6
7_4,14_6,0.0997817559705791,Flame Breath,Necromancy,13
7_4,14_7,0.0239850475483635,Flame Breath,Possession,7
7_4,11_1,0.0542939502443695,Flame Breath,Blood Control,5
7_4,11_2,0.0651070380810139,Flame Breath,Controlled Bone Growth,6
7_4,11_3,0.0090277923520242,Flame Breath,Pheromone Control,2
7_4,11_4,0.0065950202379039,Flame Breath,Enhance Mutation,3
7_4,11_5,0.0285914936883017,Flame Breath,Genetic Manipulation,7
7_4,11_6,0.0411808785831989,Flame Breath,Shape Shifter,15
7_4,8_1,0.007668826009232,Flame Breath,Inertia Absorption,2
7_4,8_2,0.0396367503310411,Flame Breath,Magnetism,7
7_4,8_3,0.0192012894421325,Flame Breath,Gravity control,5
7_4,8_4,0.0267293651855795,Flame Breath,Vibration Wave,6
7_4,8_5,0.024690074073935,Flame Breath,Density Control,7
7_4,8_6,0.0331192833446356,Flame Breath,Force Field,15
7_4,7_1,0.0032367695358754,Flame Breath,Sand manipulation,1
7_4,7_2,0.0003412797428855,Flame Breath,Plant Control,1
7_4,7_3,0.0001627270115325,Flame Breath,Ice Breath,1
7_4,7_4,1.0,Flame Breath,Flame Breath,40
7_4,7_5,0.0227637713901499,Flame Breath,Water Control,5
