group,variable,value
Energy Based Constructs,Weather Control,15.714285714285700
Energy Based Constructs,Magic,22.857142857142900
Energy Based Constructs,Power Item,45.0
Energy Based Constructs,Cosmic Awareness,24.285714285714300
Energy Based Constructs,Blood Control,2.857142857142860
Energy Based Constructs,Energy Based Constructs,100.0
Energy Based Constructs,Voice-induced Manipulation,7.857142857142860
Energy Based Constructs,Death Touch,9.285714285714290
Energy Based Constructs,Sense Death,8.571428571428570
Energy Based Constructs,Stealth,12.142857142857100
Energy Based Constructs,Darkforce Manipulation,12.857142857142900
Energy Based Constructs,Webslinger,1.4285714285714300
Energy Based Constructs,Reality Manpulation,27.142857142857100
Energy Based Constructs,Psychometry,4.285714285714290
Energy Based Constructs,Chameleon,8.571428571428570
Energy Based Constructs,Prehensile Hair,0.0
Energy Based Constructs,Invulnerability,38.57142857142860
Energy Based Constructs,Hypnosis,18.571428571428600
Energy Based Constructs,Electronic Disruption,10.0
Energy Based Constructs,Precognition,12.142857142857100
Energy Based Constructs,Psychic,18.571428571428600
Energy Based Constructs,Unarmed Combat,62.857142857142900
Energy Based Constructs,Super Eating,2.142857142857140
Energy Based Constructs,Telepathy,35.714285714285700
Energy Based Constructs,Astral Projection,25.0
Energy Based Constructs,Light Projection,44.285714285714300
Energy Based Constructs,Power Suit,6.428571428571430
Energy Based Constructs,Controlled Bone Growth,5.714285714285710
Energy Based Constructs,Willpower-Based Constructs,43.57142857142860
Energy Based Constructs,Technopathy,7.142857142857140
Energy Based Constructs,Plant Control,5.714285714285710
Energy Based Constructs,Tracking,23.571428571428600
Energy Based Constructs,Hellfire Control,5.714285714285710
Energy Based Constructs,Elasticity,5.0
Energy Based Constructs,Siphon Abilities,12.142857142857100
Energy Based Constructs,Feral,10.714285714285700
Energy Based Constructs,Magnetism,11.428571428571400
Energy Based Constructs,Size Manipulation,15.714285714285700
Energy Based Constructs,Density Control,17.142857142857100
Energy Based Constructs,Energy Shield,55.0
Energy Based Constructs,Holographic Projection,19.285714285714300
Energy Based Constructs,Illusion Casting,32.142857142857100
Energy Based Constructs,Pheromone Control,2.857142857142860
Energy Based Constructs,Penance Stare,1.4285714285714300
Energy Based Constructs,Duplication,9.285714285714290
Energy Based Constructs,Agility,42.142857142857100
Energy Based Constructs,Shape Shifter,21.428571428571400
Energy Based Constructs,Super Sight,17.142857142857100
Energy Based Constructs,Danger Sense,12.142857142857100
Energy Based Constructs,Adaptive,20.0
Energy Based Constructs,Heat Vision,7.142857142857140
Energy Based Constructs,Darkness Manipulation,12.142857142857100
Energy Based Constructs,Water Control,9.285714285714290
Energy Based Constructs,Longevity,27.857142857142900
Energy Based Constructs,Sonic Scream,3.5714285714285700
Energy Based Constructs,Stamina,45.0
Energy Based Constructs,Energy Manipulation,59.285714285714300
Energy Based Constructs,Omni-lingual,14.285714285714300
Energy Based Constructs,Chemical Secretion,5.0
Energy Based Constructs,Energy Absorption,47.142857142857100
Energy Based Constructs,Animal Control,12.857142857142900
Energy Based Constructs,Soul Absorption,7.857142857142860
Energy Based Constructs,Mesmerize,9.285714285714290
Energy Based Constructs,Immortal,28.571428571428600
Energy Based Constructs,Genetic Manipulation,10.714285714285700
Energy Based Constructs,Swordsmanship,8.571428571428570
Energy Based Constructs,Chemical Absorbtion,5.0
Energy Based Constructs,Force Field,65.0
Energy Based Constructs,Psionic,27.142857142857100
Energy Based Constructs,Enhance Mutation,4.285714285714290
Energy Based Constructs,Matter Absorption,12.857142857142900
Energy Based Constructs,Synaesthesia,1.4285714285714300
Energy Based Constructs,Necromancy,14.285714285714300
Energy Based Constructs,Power Mimicry,7.142857142857140
Energy Based Constructs,Energy-Enhanced Strike,45.714285714285700
Energy Based Constructs,Invisibility,25.714285714285700
Energy Based Constructs,Super Hearing,14.285714285714300
Energy Based Constructs,Intellect,61.42857142857140
Energy Based Constructs,Vibration Wave,7.142857142857140
Energy Based Constructs,Ice Breath,2.142857142857140
Energy Based Constructs,Levitation,31.428571428571400
Energy Based Constructs,Postcognition,7.142857142857140
Energy Based Constructs,Time Manipulation,25.714285714285700
Energy Based Constructs,Radiation,8.571428571428570
Energy Based Constructs,Electronic interaction,10.714285714285700
Energy Based Constructs,Possession,12.142857142857100
Energy Based Constructs,Implants,12.142857142857100
Energy Based Constructs,Wall Clinger,0.7142857142857140
Energy Based Constructs,Ice Control,9.285714285714290
Energy Based Constructs,Earth Manipulation,12.142857142857100
Energy Based Constructs,Flame Breath,6.428571428571430
Energy Based Constructs,Animation,14.285714285714300
Energy Based Constructs,Leadership,37.142857142857100
Energy Based Constructs,Vampirism,3.5714285714285700
Energy Based Constructs,Emotion Control,10.714285714285700
Energy Based Constructs,Insanely Rich,10.0
Energy Based Constructs,Phasing / Ghost,31.428571428571400
Energy Based Constructs,Sub-Mariner,6.428571428571430
Energy Based Constructs,Flight,75.0
Energy Based Constructs,Inertia Absorption,2.142857142857140
Energy Based Constructs,Escape Artist,10.714285714285700
Energy Based Constructs,Blast Power,86.42857142857140
Energy Based Constructs,Wind Bursts,9.285714285714290
Energy Based Constructs,Fire Control,21.428571428571400
Energy Based Constructs,Gravity control,11.428571428571400
Energy Based Constructs,Poisonous,2.142857142857140
Energy Based Constructs,Berserker Strength,19.285714285714300
Energy Based Constructs,Heat Generation,21.428571428571400
Energy Based Constructs,Time Travel,21.428571428571400
Energy Based Constructs,Gadgets,15.0
Energy Based Constructs,Marksmanship,13.571428571428600
Energy Based Constructs,Super Smell,6.428571428571430
Energy Based Constructs,Healing,42.857142857142900
Energy Based Constructs,Siphon Lifeforce,7.857142857142860
Energy Based Constructs,Divine Powers,22.857142857142900
Energy Based Constructs,Telekinesis,35.0
Energy Based Constructs,Empathy,13.571428571428600
Energy Based Constructs,Dimensional Manipulation,25.0
Energy Based Constructs,Weapon Master,20.714285714285700
Energy Based Constructs,Teleport,38.57142857142860
Energy Based Constructs,Electricity Control,22.142857142857100
Voice-induced Manipulation,Claws,13.953488372093000
Voice-induced Manipulation,Super Speed,41.86046511627910
Voice-induced Manipulation,Sand manipulation,2.3255813953488400
Voice-induced Manipulation,Probability Manipulation,23.25581395348840
Voice-induced Manipulation,Super Strength,46.51162790697670
Voice-induced Manipulation,Shadowmeld,0.0
Voice-induced Manipulation,Radar Sense,11.627906976744200
Voice-induced Manipulation,Weather Control,25.58139534883720
Voice-induced Manipulation,Magic,41.86046511627910
Voice-induced Manipulation,Power Item,27.906976744186000
Voice-induced Manipulation,Cosmic Awareness,37.2093023255814
Voice-induced Manipulation,Blood Control,11.627906976744200
Voice-induced Manipulation,Energy Based Constructs,25.58139534883720
Voice-induced Manipulation,Voice-induced Manipulation,100.0
Voice-induced Manipulation,Death Touch,11.627906976744200
Voice-induced Manipulation,Sense Death,23.25581395348840
Voice-induced Manipulation,Stealth,25.58139534883720
Voice-induced Manipulation,Darkforce Manipulation,16.27906976744190
Voice-induced Manipulation,Webslinger,9.30232558139535
Voice-induced Manipulation,Reality Manpulation,37.2093023255814
Voice-induced Manipulation,Psychometry,13.953488372093000
Voice-induced Manipulation,Chameleon,30.232558139534900
Voice-induced Manipulation,Prehensile Hair,0.0
Voice-induced Manipulation,Invulnerability,39.53488372093020
Voice-induced Manipulation,Hypnosis,41.86046511627910
Voice-induced Manipulation,Electronic Disruption,9.30232558139535
Voice-induced Manipulation,Precognition,16.27906976744190
Voice-induced Manipulation,Psychic,37.2093023255814
Voice-induced Manipulation,Unarmed Combat,65.11627906976740
Voice-induced Manipulation,Super Eating,2.3255813953488400
Voice-induced Manipulation,Telepathy,41.86046511627910
Voice-induced Manipulation,Astral Projection,34.883720930232600
Voice-induced Manipulation,Light Projection,27.906976744186000
Voice-induced Manipulation,Power Suit,18.6046511627907
Voice-induced Manipulation,Controlled Bone Growth,4.651162790697680
Voice-induced Manipulation,Willpower-Based Constructs,25.58139534883720
Voice-induced Manipulation,Technopathy,9.30232558139535
Voice-induced Manipulation,Plant Control,9.30232558139535
Voice-induced Manipulation,Tracking,32.55813953488370
Voice-induced Manipulation,Hellfire Control,13.953488372093000
Voice-induced Manipulation,Elasticity,16.27906976744190
Voice-induced Manipulation,Siphon Abilities,27.906976744186000
Voice-induced Manipulation,Feral,11.627906976744200
Voice-induced Manipulation,Magnetism,9.30232558139535
Voice-induced Manipulation,Size Manipulation,27.906976744186000
Voice-induced Manipulation,Density Control,23.25581395348840
Voice-induced Manipulation,Energy Shield,34.883720930232600
Voice-induced Manipulation,Holographic Projection,20.930232558139500
Voice-induced Manipulation,Illusion Casting,41.86046511627910
Voice-induced Manipulation,Pheromone Control,2.3255813953488400
Voice-induced Manipulation,Penance Stare,0.0
Voice-induced Manipulation,Duplication,23.25581395348840
Voice-induced Manipulation,Agility,62.7906976744186
Voice-induced Manipulation,Shape Shifter,39.53488372093020
Voice-induced Manipulation,Super Sight,20.930232558139500
Voice-induced Manipulation,Danger Sense,27.906976744186000
Voice-induced Manipulation,Adaptive,41.86046511627910
Voice-induced Manipulation,Heat Vision,4.651162790697680
Voice-induced Manipulation,Darkness Manipulation,16.27906976744190
Voice-induced Manipulation,Water Control,25.58139534883720
Voice-induced Manipulation,Longevity,44.18604651162790
Voice-induced Manipulation,Sonic Scream,16.27906976744190
Voice-induced Manipulation,Stamina,55.81395348837210
Voice-induced Manipulation,Energy Manipulation,30.232558139534900
Voice-induced Manipulation,Omni-lingual,18.6046511627907
Voice-induced Manipulation,Chemical Secretion,4.651162790697680
Voice-induced Manipulation,Energy Absorption,32.55813953488370
Voice-induced Manipulation,Animal Control,34.883720930232600
Voice-induced Manipulation,Soul Absorption,11.627906976744200
Voice-induced Manipulation,Mesmerize,20.930232558139500
Voice-induced Manipulation,Immortal,41.86046511627910
Voice-induced Manipulation,Genetic Manipulation,25.58139534883720
Voice-induced Manipulation,Swordsmanship,32.55813953488370
Voice-induced Manipulation,Chemical Absorbtion,4.651162790697680
Voice-induced Manipulation,Force Field,44.18604651162790
Voice-induced Manipulation,Psionic,34.883720930232600
Voice-induced Manipulation,Enhance Mutation,16.27906976744190
Voice-induced Manipulation,Matter Absorption,11.627906976744200
Voice-induced Manipulation,Synaesthesia,6.976744186046510
Voice-induced Manipulation,Necromancy,27.906976744186000
Voice-induced Manipulation,Power Mimicry,18.6046511627907
Voice-induced Manipulation,Energy-Enhanced Strike,18.6046511627907
Voice-induced Manipulation,Invisibility,27.906976744186000
Voice-induced Manipulation,Super Hearing,23.25581395348840
Voice-induced Manipulation,Intellect,74.4186046511628
Voice-induced Manipulation,Vibration Wave,11.627906976744200
Voice-induced Manipulation,Ice Breath,6.976744186046510
Voice-induced Manipulation,Levitation,30.232558139534900
Voice-induced Manipulation,Postcognition,6.976744186046510
Voice-induced Manipulation,Time Manipulation,30.232558139534900
Voice-induced Manipulation,Radiation,2.3255813953488400
Voice-induced Manipulation,Electronic interaction,6.976744186046510
Voice-induced Manipulation,Possession,20.930232558139500
Voice-induced Manipulation,Implants,11.627906976744200
Voice-induced Manipulation,Wall Clinger,9.30232558139535
Voice-induced Manipulation,Ice Control,13.953488372093000
Voice-induced Manipulation,Earth Manipulation,20.930232558139500
Voice-induced Manipulation,Flame Breath,9.30232558139535
Voice-induced Manipulation,Animation,18.6046511627907
Voice-induced Manipulation,Leadership,58.13953488372090
Voice-induced Manipulation,Vampirism,11.627906976744200
Voice-induced Manipulation,Emotion Control,18.6046511627907
Voice-induced Manipulation,Insanely Rich,13.953488372093000
Voice-induced Manipulation,Phasing / Ghost,30.232558139534900
Voice-induced Manipulation,Sub-Mariner,13.953488372093000
Voice-induced Manipulation,Flight,48.83720930232560
Voice-induced Manipulation,Inertia Absorption,4.651162790697680
Voice-induced Manipulation,Escape Artist,37.2093023255814
Voice-induced Manipulation,Blast Power,60.46511627906980
Voice-induced Manipulation,Wind Bursts,27.906976744186000
Voice-induced Manipulation,Fire Control,32.55813953488370
Voice-induced Manipulation,Gravity control,16.27906976744190
Voice-induced Manipulation,Poisonous,2.3255813953488400
Voice-induced Manipulation,Berserker Strength,18.6046511627907
Voice-induced Manipulation,Heat Generation,13.953488372093000
Voice-induced Manipulation,Time Travel,30.232558139534900
Voice-induced Manipulation,Gadgets,30.232558139534900
Voice-induced Manipulation,Marksmanship,27.906976744186000
Voice-induced Manipulation,Super Smell,16.27906976744190
Voice-induced Manipulation,Healing,55.81395348837210
Voice-induced Manipulation,Siphon Lifeforce,13.953488372093000
Voice-induced Manipulation,Divine Powers,34.883720930232600
Voice-induced Manipulation,Telekinesis,51.16279069767440
Voice-induced Manipulation,Empathy,16.27906976744190
Voice-induced Manipulation,Dimensional Manipulation,30.232558139534900
Voice-induced Manipulation,Weapon Master,39.53488372093020
Voice-induced Manipulation,Teleport,39.53488372093020
Voice-induced Manipulation,Electricity Control,27.906976744186000
Death Touch,Claws,21.153846153846200
Death Touch,Super Speed,50.0
Death Touch,Sand manipulation,1.9230769230769200
Death Touch,Probability Manipulation,19.23076923076920
Death Touch,Super Strength,65.38461538461540
Death Touch,Shadowmeld,5.769230769230770
Death Touch,Radar Sense,7.6923076923076900
Death Touch,Weather Control,32.69230769230770
Death Touch,Magic,42.30769230769230
Death Touch,Power Item,19.23076923076920
Death Touch,Cosmic Awareness,44.23076923076920
Death Touch,Blood Control,7.6923076923076900
Death Touch,Energy Based Constructs,23.076923076923100
Death Touch,Voice-induced Manipulation,7.6923076923076900
Death Touch,Death Touch,100.0
Death Touch,Sense Death,23.076923076923100
Death Touch,Stealth,19.23076923076920
Death Touch,Darkforce Manipulation,32.69230769230770
Death Touch,Webslinger,5.769230769230770
Death Touch,Reality Manpulation,42.30769230769230
Death Touch,Psychometry,5.769230769230770
Death Touch,Chameleon,25.0
Death Touch,Prehensile Hair,1.9230769230769200
Death Touch,Invulnerability,57.69230769230770
Death Touch,Hypnosis,25.0
Death Touch,Electronic Disruption,19.23076923076920
Death Touch,Precognition,17.307692307692300
Death Touch,Psychic,28.846153846153800
Death Touch,Unarmed Combat,71.15384615384620
Death Touch,Super Eating,3.8461538461538500
Death Touch,Telepathy,44.23076923076920
Death Touch,Astral Projection,36.53846153846150
Death Touch,Light Projection,17.307692307692300
Death Touch,Power Suit,9.615384615384620
Death Touch,Controlled Bone Growth,5.769230769230770
Death Touch,Willpower-Based Constructs,23.076923076923100
Death Touch,Technopathy,1.9230769230769200
Death Touch,Plant Control,9.615384615384620
Death Touch,Tracking,25.0
Death Touch,Hellfire Control,15.384615384615400
Death Touch,Elasticity,11.538461538461500
Death Touch,Siphon Abilities,34.61538461538460
Death Touch,Feral,21.153846153846200
Death Touch,Magnetism,15.384615384615400
Death Touch,Size Manipulation,30.76923076923080
Death Touch,Density Control,23.076923076923100
Death Touch,Energy Shield,30.76923076923080
Death Touch,Holographic Projection,9.615384615384620
Death Touch,Illusion Casting,26.923076923076900
Death Touch,Pheromone Control,1.9230769230769200
Death Touch,Penance Stare,1.9230769230769200
Death Touch,Duplication,19.23076923076920
Death Touch,Agility,50.0
Death Touch,Shape Shifter,32.69230769230770
Death Touch,Super Sight,17.307692307692300
Death Touch,Danger Sense,19.23076923076920
Death Touch,Adaptive,30.76923076923080
Death Touch,Heat Vision,7.6923076923076900
Death Touch,Darkness Manipulation,25.0
Death Touch,Water Control,19.23076923076920
Death Touch,Longevity,36.53846153846150
Death Touch,Sonic Scream,1.9230769230769200
Death Touch,Stamina,69.23076923076920
Death Touch,Energy Manipulation,42.30769230769230
Death Touch,Omni-lingual,13.461538461538500
Death Touch,Chemical Secretion,11.538461538461500
Death Touch,Energy Absorption,50.0
Death Touch,Animal Control,30.76923076923080
Death Touch,Soul Absorption,26.923076923076900
Death Touch,Mesmerize,21.153846153846200
Death Touch,Immortal,53.84615384615390
Death Touch,Genetic Manipulation,28.846153846153800
Death Touch,Swordsmanship,19.23076923076920
Death Touch,Chemical Absorbtion,9.615384615384620
Death Touch,Force Field,38.46153846153850
Death Touch,Psionic,42.30769230769230
Death Touch,Enhance Mutation,9.615384615384620
Death Touch,Matter Absorption,30.76923076923080
Death Touch,Synaesthesia,1.9230769230769200
Death Touch,Necromancy,32.69230769230770
Death Touch,Power Mimicry,17.307692307692300
Death Touch,Energy-Enhanced Strike,23.076923076923100
Death Touch,Invisibility,28.846153846153800
Death Touch,Super Hearing,13.461538461538500
Death Touch,Intellect,63.46153846153850
Death Touch,Vibration Wave,11.538461538461500
Death Touch,Ice Breath,3.8461538461538500
Death Touch,Levitation,34.61538461538460
Death Touch,Postcognition,11.538461538461500
Death Touch,Time Manipulation,42.30769230769230
Death Touch,Radiation,5.769230769230770
Death Touch,Electronic interaction,9.615384615384620
Death Touch,Possession,21.153846153846200
Death Touch,Implants,1.9230769230769200
Death Touch,Wall Clinger,3.8461538461538500
Death Touch,Ice Control,15.384615384615400
Death Touch,Earth Manipulation,21.153846153846200
Death Touch,Flame Breath,9.615384615384620
Death Touch,Animation,26.923076923076900
Death Touch,Leadership,30.76923076923080
Death Touch,Vampirism,9.615384615384620
Death Touch,Emotion Control,21.153846153846200
Death Touch,Insanely Rich,23.076923076923100
Death Touch,Phasing / Ghost,34.61538461538460
Death Touch,Sub-Mariner,5.769230769230770
Death Touch,Flight,42.30769230769230
Death Touch,Inertia Absorption,0.0
Death Touch,Escape Artist,11.538461538461500
Death Touch,Blast Power,57.69230769230770
Death Touch,Wind Bursts,19.23076923076920
Death Touch,Fire Control,34.61538461538460
Death Touch,Gravity control,13.461538461538500
Death Touch,Poisonous,5.769230769230770
Death Touch,Berserker Strength,46.15384615384620
Death Touch,Heat Generation,26.923076923076900
Death Touch,Time Travel,23.076923076923100
Death Touch,Gadgets,15.384615384615400
Death Touch,Marksmanship,21.153846153846200
Death Touch,Super Smell,5.769230769230770
Death Touch,Healing,61.53846153846150
Death Touch,Siphon Lifeforce,40.38461538461540
Death Touch,Divine Powers,40.38461538461540
Death Touch,Telekinesis,44.23076923076920
Death Touch,Empathy,17.307692307692300
Death Touch,Dimensional Manipulation,36.53846153846150
Death Touch,Weapon Master,19.23076923076920
Death Touch,Teleport,50.0
Death Touch,Electricity Control,32.69230769230770
Sense Death,Claws,19.51219512195120
Sense Death,Super Speed,53.65853658536590
Sense Death,Sand manipulation,2.4390243902439000
Sense Death,Probability Manipulation,26.829268292682900
Sense Death,Super Strength,68.29268292682930
Sense Death,Shadowmeld,9.75609756097561
Sense Death,Radar Sense,4.878048780487810
Sense Death,Weather Control,41.46341463414630
Sense Death,Magic,63.41463414634150
Sense Death,Power Item,43.90243902439030
Sense Death,Cosmic Awareness,53.65853658536590
Sense Death,Blood Control,9.75609756097561
Sense Death,Energy Based Constructs,29.26829268292680
Sense Death,Voice-induced Manipulation,24.390243902439000
Sense Death,Death Touch,31.70731707317070
Sense Death,Sense Death,100.0
Sense Death,Stealth,34.146341463414600
Sense Death,Darkforce Manipulation,39.02439024390240
Sense Death,Webslinger,2.4390243902439000
Sense Death,Reality Manpulation,46.34146341463420
Sense Death,Psychometry,12.195121951219500
Sense Death,Chameleon,21.951219512195100
Sense Death,Prehensile Hair,2.4390243902439000
Sense Death,Invulnerability,48.78048780487810
Sense Death,Hypnosis,46.34146341463420
Sense Death,Electronic Disruption,14.634146341463400
Sense Death,Precognition,43.90243902439030
Sense Death,Psychic,39.02439024390240
Sense Death,Unarmed Combat,68.29268292682930
Sense Death,Super Eating,2.4390243902439000
Sense Death,Telepathy,60.97560975609760
Sense Death,Astral Projection,46.34146341463420
Sense Death,Light Projection,34.146341463414600
Sense Death,Power Suit,4.878048780487810
Sense Death,Controlled Bone Growth,7.317073170731710
Sense Death,Willpower-Based Constructs,21.951219512195100
Sense Death,Technopathy,9.75609756097561
Sense Death,Plant Control,17.073170731707300
Sense Death,Tracking,34.146341463414600
Sense Death,Hellfire Control,26.829268292682900
Sense Death,Elasticity,7.317073170731710
Sense Death,Siphon Abilities,39.02439024390240
Sense Death,Feral,17.073170731707300
Sense Death,Magnetism,12.195121951219500
Sense Death,Size Manipulation,24.390243902439000
Sense Death,Density Control,19.51219512195120
Sense Death,Energy Shield,36.58536585365850
Sense Death,Holographic Projection,19.51219512195120
Sense Death,Illusion Casting,56.09756097560980
Sense Death,Pheromone Control,2.4390243902439000
Sense Death,Penance Stare,9.75609756097561
Sense Death,Duplication,21.951219512195100
Sense Death,Agility,63.41463414634150
Sense Death,Shape Shifter,53.65853658536590
Sense Death,Super Sight,29.26829268292680
Sense Death,Danger Sense,34.146341463414600
Sense Death,Adaptive,41.46341463414630
Sense Death,Heat Vision,7.317073170731710
Sense Death,Darkness Manipulation,29.26829268292680
Sense Death,Water Control,29.26829268292680
Sense Death,Longevity,46.34146341463420
Sense Death,Sonic Scream,7.317073170731710
Sense Death,Stamina,70.73170731707320
Sense Death,Energy Manipulation,41.46341463414630
Sense Death,Omni-lingual,21.951219512195100
Sense Death,Chemical Secretion,9.75609756097561
Sense Death,Energy Absorption,48.78048780487810
Sense Death,Animal Control,46.34146341463420
Sense Death,Soul Absorption,34.146341463414600
Sense Death,Mesmerize,36.58536585365850
Sense Death,Immortal,53.65853658536590
Sense Death,Genetic Manipulation,29.26829268292680
Sense Death,Swordsmanship,34.146341463414600
Sense Death,Chemical Absorbtion,9.75609756097561
Sense Death,Force Field,41.46341463414630
Sense Death,Psionic,39.02439024390240
Sense Death,Enhance Mutation,7.317073170731710
Sense Death,Matter Absorption,26.829268292682900
Sense Death,Synaesthesia,0.0
Sense Death,Necromancy,60.97560975609760
Sense Death,Power Mimicry,14.634146341463400
Sense Death,Energy-Enhanced Strike,21.951219512195100
Sense Death,Invisibility,39.02439024390240
Sense Death,Super Hearing,26.829268292682900
Sense Death,Intellect,73.17073170731710
Sense Death,Vibration Wave,9.75609756097561
Sense Death,Ice Breath,2.4390243902439000
Sense Death,Levitation,41.46341463414630
Sense Death,Postcognition,17.073170731707300
Sense Death,Time Manipulation,34.146341463414600
Sense Death,Radiation,0.0
Sense Death,Electronic interaction,12.195121951219500
Sense Death,Possession,31.70731707317070
Sense Death,Implants,4.878048780487810
Sense Death,Wall Clinger,0.0
Sense Death,Ice Control,24.390243902439000
Sense Death,Earth Manipulation,34.146341463414600
Sense Death,Flame Breath,19.51219512195120
Sense Death,Animation,41.46341463414630
Sense Death,Leadership,53.65853658536590
Sense Death,Vampirism,7.317073170731710
Sense Death,Emotion Control,29.26829268292680
Sense Death,Insanely Rich,17.073170731707300
Sense Death,Phasing / Ghost,41.46341463414630
Sense Death,Sub-Mariner,7.317073170731710
Sense Death,Flight,46.34146341463420
Sense Death,Inertia Absorption,2.4390243902439000
Sense Death,Escape Artist,26.829268292682900
Sense Death,Blast Power,70.73170731707320
Sense Death,Wind Bursts,24.390243902439000
Sense Death,Fire Control,53.65853658536590
Sense Death,Gravity control,9.75609756097561
Sense Death,Poisonous,2.4390243902439000
Sense Death,Berserker Strength,39.02439024390240
Sense Death,Heat Generation,29.26829268292680
Sense Death,Time Travel,19.51219512195120
Sense Death,Gadgets,12.195121951219500
Sense Death,Marksmanship,26.829268292682900
Sense Death,Super Smell,14.634146341463400
Sense Death,Healing,85.36585365853660
Sense Death,Siphon Lifeforce,29.26829268292680
Sense Death,Divine Powers,53.65853658536590
Sense Death,Telekinesis,53.65853658536590
Sense Death,Empathy,29.26829268292680
Sense Death,Dimensional Manipulation,41.46341463414630
Sense Death,Weapon Master,31.70731707317070
Sense Death,Teleport,63.41463414634150
Sense Death,Electricity Control,41.46341463414630
Stealth,Claws,14.588235294117600
Stealth,Super Speed,25.647058823529400
Stealth,Sand manipulation,0.7058823529411770
Stealth,Probability Manipulation,1.411764705882350
Stealth,Super Strength,36.705882352941200
Stealth,Shadowmeld,1.411764705882350
Stealth,Radar Sense,5.411764705882350
Stealth,Weather Control,2.3529411764705900
Stealth,Magic,9.176470588235290
Stealth,Power Item,12.941176470588200
Stealth,Cosmic Awareness,6.352941176470590
Stealth,Blood Control,0.47058823529411800
Stealth,Energy Based Constructs,3.764705882352940
Stealth,Voice-induced Manipulation,2.3529411764705900
Stealth,Death Touch,2.3529411764705900
Stealth,Sense Death,3.0588235294117600
Stealth,Stealth,100.0
Stealth,Darkforce Manipulation,2.823529411764710
Stealth,Webslinger,3.2941176470588200
Stealth,Reality Manpulation,4.0
Stealth,Psychometry,1.1764705882352900
Stealth,Chameleon,7.0588235294117600
Stealth,Prehensile Hair,0.23529411764705900
Stealth,Invulnerability,19.529411764705900
Stealth,Hypnosis,6.352941176470590
Stealth,Electronic Disruption,4.235294117647060
Stealth,Precognition,3.764705882352940
Stealth,Psychic,4.470588235294120
Stealth,Unarmed Combat,85.6470588235294
Stealth,Super Eating,1.6470588235294100
Stealth,Telepathy,8.0
Stealth,Astral Projection,6.117647058823530
Stealth,Light Projection,3.2941176470588200
Stealth,Power Suit,13.411764705882400
Stealth,Controlled Bone Growth,1.411764705882350
Stealth,Willpower-Based Constructs,3.2941176470588200
Stealth,Technopathy,3.2941176470588200
Stealth,Plant Control,0.47058823529411800
Stealth,Tracking,49.411764705882400
Stealth,Hellfire Control,0.47058823529411800
Stealth,Elasticity,4.470588235294120
Stealth,Siphon Abilities,3.0588235294117600
Stealth,Feral,12.705882352941200
Stealth,Magnetism,2.588235294117650
Stealth,Size Manipulation,8.235294117647060
Stealth,Density Control,3.5294117647058800
Stealth,Energy Shield,5.882352941176470
Stealth,Holographic Projection,3.0588235294117600
Stealth,Illusion Casting,5.882352941176470
Stealth,Pheromone Control,1.1764705882352900
Stealth,Penance Stare,0.0
Stealth,Duplication,2.823529411764710
Stealth,Agility,76.47058823529410
Stealth,Shape Shifter,12.0
Stealth,Super Sight,17.647058823529400
Stealth,Danger Sense,7.764705882352940
Stealth,Adaptive,18.823529411764700
Stealth,Heat Vision,2.3529411764705900
Stealth,Darkness Manipulation,2.823529411764710
Stealth,Water Control,1.1764705882352900
Stealth,Longevity,17.647058823529400
Stealth,Sonic Scream,1.1764705882352900
Stealth,Stamina,80.70588235294120
Stealth,Energy Manipulation,7.764705882352940
Stealth,Omni-lingual,4.9411764705882400
Stealth,Chemical Secretion,2.1176470588235300
Stealth,Energy Absorption,6.588235294117650
Stealth,Animal Control,4.470588235294120
Stealth,Soul Absorption,1.1764705882352900
Stealth,Mesmerize,3.764705882352940
Stealth,Immortal,14.823529411764700
Stealth,Genetic Manipulation,4.470588235294120
Stealth,Swordsmanship,23.294117647058800
Stealth,Chemical Absorbtion,0.7058823529411770
Stealth,Force Field,9.647058823529410
Stealth,Psionic,7.294117647058820
Stealth,Enhance Mutation,3.764705882352940
Stealth,Matter Absorption,2.823529411764710
Stealth,Synaesthesia,0.0
Stealth,Necromancy,3.0588235294117600
Stealth,Power Mimicry,5.176470588235290
Stealth,Energy-Enhanced Strike,7.529411764705880
Stealth,Invisibility,8.941176470588240
Stealth,Super Hearing,14.823529411764700
Stealth,Intellect,72.94117647058820
Stealth,Vibration Wave,3.0588235294117600
Stealth,Ice Breath,0.47058823529411800
Stealth,Levitation,6.352941176470590
Stealth,Postcognition,0.9411764705882350
Stealth,Time Manipulation,6.117647058823530
Stealth,Radiation,1.411764705882350
Stealth,Electronic interaction,4.0
Stealth,Possession,4.705882352941180
Stealth,Implants,9.176470588235290
Stealth,Wall Clinger,8.235294117647060
Stealth,Ice Control,1.8823529411764700
Stealth,Earth Manipulation,2.1176470588235300
Stealth,Flame Breath,0.7058823529411770
Stealth,Animation,1.1764705882352900
Stealth,Leadership,50.11764705882350
Stealth,Vampirism,0.23529411764705900
Stealth,Emotion Control,1.6470588235294100
Stealth,Insanely Rich,21.176470588235300
Stealth,Phasing / Ghost,7.529411764705880
Stealth,Sub-Mariner,4.235294117647060
Stealth,Flight,21.88235294117650
Stealth,Inertia Absorption,0.47058823529411800
Stealth,Escape Artist,35.294117647058800
Stealth,Blast Power,20.0
Stealth,Wind Bursts,1.8823529411764700
Stealth,Fire Control,2.588235294117650
